name,developer,class,copies_sold
Boodunnit,Studio Koprol,Hobbyist,70k
失业了，我获得了亿万游戏财产！,Bolingogames,Indie,69.9k
Oniken: Unstoppable Editi…,JoyMasher,Indie,69.9k
Atelier Yumia: The Alchem…,"KOEI TECMO GAMES CO., LTD…",AA,69.9k
Sir Whoopass™: Immortal D…,Atomic Elbow,Indie,69.9k
Executive Assault,Hesketh Studios Ltd,Indie,69.9k
Tinkertown,Headup,Indie,69.9k
APICO,"ellraiser, TNgineers",Indie,69.9k
Shot In The Dark,Technomancy Studios,Indie,69.9k
Jupiter Hell,ChaosForge,Indie,69.8k
Solitaire Forever II,Solitaire Forever,Hobbyist,69.8k
Shortest Trip to Earth,Interactive Fate,Indie,69.8k
Girl and Goblin,Inverse Game,Indie,69.8k
Age of Water,Three Whales Studio,AA,69.8k
Farmer's Life,FreeMind S.A.,AA,69.8k
Subspace Continuum,Virgin Interactive Entert…,Hobbyist,69.8k
Crossing Souls,Fourattic,AA,69.2k
Seven: Enhanced Edition,"IMGN.PRO, Fool's Theory",Indie,69.1k
CATO: Buttered Cat,Team Woll,Indie,69.1k
Shantae and the Seven Sir…,WayForward,Indie,69.1k
Escape Dead Island,Fatshark,AAA,69.1k
Pagan: Absent Gods,Mad Head Games,Indie,69k
I Expect You To Die 2: Th…,Schell Games,Indie,69k
Stephen's Sausage Roll,increpare games,Indie,68.9k
Circuit Superstars,Original Fire Games,Indie,68.9k
Prisoners,Brave Cat Games,Indie,68.9k
Castle In The Darkness,"Matt Kap, Nicalis, Inc.",AA,68.9k
LAST CLOUDIA,AIDIS Inc.,Indie,68.8k
Observer: System Redux,"Bloober Team, Anshar Stud…",Indie,68.8k
Blazing Beaks,Applava,Indie,68.8k
INDUSTRIA,Bleakmill,Indie,68.8k
IronWolf VR,Ionized Studios,Indie,68.8k
YUME 2 : Sleepless Night,YUME,Indie,68.8k
Laysara: Summit Kingdom,Quite OK Games,Indie,68.8k
Dawn of Defiance,Traega Entertainment,Indie,68.7k
ReCore: Definitive Editio…,"Armature Studio, LLC, Com…",AAA,68.2k
Riven (1997),Cyan Worlds Inc,Indie,68.2k
Fiesta Online NA,gamigo AG,Hobbyist,68.1k
Cryptmaster,"Paul Hart, Lee Williams, …",Indie,68.1k
Deliver Us Mars,KeokeN Interactive,Indie,68.1k
Beacon Pines,Hiding Spot,Indie,68.1k
Sine Mora EX,"Digital Reality, Grasshop…",Indie,68.1k
NoLimits 2 Roller Coaster…,Ole Lange,Indie,68.1k
Space Run Galaxy,Passtech Games,AAA,68k
Lucid9: Inciting Incident,Fallen Snow Studios,Hobbyist,68k
The Darkside Detective: A…,Spooky Doorway,Indie,68k
Disney Infinity 3.0: Gold…,"Avalanche Software, Heavy…",AA,67.9k
Element4l,I-Illusions,Indie,67.9k
Melon,Melontronic,Hobbyist,67.9k
Deadly Days,Pixelsplit,Indie,67.9k
Terra Incognita Chapter O…,Back To Basics Gaming,Indie,67.9k
東方幕華祭 TouHou Makuka Sai ~…,東方幕華祭制作组,Indie,67.9k
Microcosmum: survival of …,Satur Entertainment,Indie,67.9k
Masterplan Tycoon: Founda…,Bureau Bravin,Indie,67.9k
Retention,Sometimes You,Indie,67.2k
Megadimension Neptunia VI…,"IDEA FACTORY, COMPILE HEA…",Indie,67.1k
Your Quest,Oblivionburn Productions,Hobbyist,67.1k
Randal's Monday,Nexus Game Studios,AA,67.1k
Climb,A Sweet Studio,Hobbyist,67.1k
DED,"L. Stotch, Vladimir Solda…",Indie,67.1k
Bloodsports.TV,"Toadman Interactive, Fats…",AA,67.1k
Sam & Max Hit the Road,Lucasfilm,AA,67.1k
EmergeNYC,FlipSwitch Games,Indie,67.1k
Alien Breed 3: Descent,Team17 Digital Ltd,Indie,67k
I MAED A GAM3 W1TH Z0MB1E…,"Ska Studios, OMNIViOLET",Indie,67k
BOXVR,FitXR,Indie,67k
VAIL VR,AEXLAB,Indie,67k
Catch a Falling Star,Alister Software,Indie,66.9k
I hate this game,Pixel Error,Indie,66.9k
The Backrooms Deluxe,Lory Games,Hobbyist,66.9k
Woodle Tree Adventures,Fabio Ferrara,Indie,66.9k
Kill The Crows,5minlab Corp.,Indie,66.8k
Sapiens,Majic Jungle,Indie,66.8k
PARANOIA PLACE,Bloody Pixel Games,Indie,66.2k
Cypher,Matthew Brown,Indie,66.2k
Crown and Council,Mojang,Indie,66.1k
Love is All Around: Echoe…,intiny,Indie,66.1k
One Way To Die,Tenth&Hess Games,Indie,66.1k
Leisure Suit Larry - Magn…,"Assemble Entertainment, H…",Indie,66.1k
The Hundred Line -Last De…,"Too Kyo Games, Media.Visi…",Indie,66.1k
The Legend of Heroes: Tra…,"Nihon Falcom, Engine Soft…",Indie,66.1k
RealFlight Evolution,"Horizon Hobby, LLC",Indie,66k
Pictopix,Tomlab Games,Indie,66k
I'm on Observation Duty 2,Notovia,Indie,66k
Minoria,Bombservice,Indie,66k
Eternights,Studio Sai,Indie,66k
中华三国志 the Three Kingdoms …,中三之家,Hobbyist,66k
Vade Retro : Exorcist,Forceight,Indie,66k
Nature Calls,KX Games,Indie,66k
Atelier Sophie 2: The Alc…,"KOEI TECMO GAMES CO., LTD…",AA,65.9k
TRON 2.0,"Monolith Productions, Inc…",AA,65.9k
Pocket Waifu,JNT Games,Indie,65.9k
LEGO® Harry Potter™ Colle…,"TT Games, Double Eleven",AAA,65.5k
SquareCells,Matthew Brown,Indie,65.5k
Deadly Hunter VR,Leiting Interactive,Hobbyist,65.5k
Canvas of Kings,Hannes Breuer,Indie,65.5k
Adventurer Manager,Vigilant Addiction Studio…,Indie,65.5k
Surgeon Simulator: Experi…,Bossa Studios,Indie,65.4k
The Settlers® 7 : History…,Ubisoft Blue Byte,AAA,65.4k
Gunscape,Blowfish Studios,Indie,65.4k
ATOMEGA,"Reflections, a Ubisoft St…",AAA,65.4k
Demon Speakeasy,"樹懶叫工作室, sloth gamer",Indie,65.4k
The Dishwasher: Vampire S…,Ska Studios,Indie,65.4k
Midnight Fight Express,Jacob Dzwinel,AA,65.3k
Drake Hollow,The Molasses Flood,AAA,65.3k
Blackguards 2,Daedalic Entertainment,AA,65.3k
Fights in Tight Spaces (P…,Ground Shatter,AA,65.3k
ScooterFlow,Dillon Earle,Indie,65.3k
SteamWorld Heist II,Thunderful Development,Indie,65.3k
Garden Life: A Cozy Simul…,stillalive studios,AA,65.3k
Warsim: The Realm of Aslo…,Huw Millward,Indie,65.3k
Pixel Puzzles Junior Jigs…,Pixel Puzzles,Indie,64.7k
Eden Crafters,Osaris Games,Indie,64.7k
Sakura Hime 2,GirlGames,Indie,64.7k
Dark Arcana: The Carnival,Artifex Mundi,Indie,64.7k
TouHou Makuka Sai ~ Fanta…,东方幕华祭制作组,Indie,64.6k
Arcade Paradise,Nosebleed Interactive,Indie,64.6k
Source of Madness,Carry Castle,Indie,64.6k
Ara Fell: Enhanced Editio…,Stegosoft Games,Indie,64.6k
The Average Everyday Adve…,Lemonsucker Games,Hobbyist,64.5k
Winter Voices,Clara Lehenaff,Hobbyist,64.5k
Apsulov: End of Gods,Angry Demon Studio,Indie,64.5k
Mars First Logistics,Shape Shop,Indie,64.4k
Astrometica,BeryMery,Indie,64.4k
War Mongrels,Destructive Creations,Indie,64.4k
Self Reliance 自我性赖,"Eroducate, MohaElder169",Hobbyist,64.4k
Slow and Steady,cream,Indie,64.4k
Myst: Masterpiece Edition,Cyan Worlds Inc,Indie,64.3k
Glyphica: Typing Survival,aliasBLACK,Indie,64.3k
Zen Bound 2,Secret Exit Ltd.,Indie,64.3k
Through time the girl puz…,Philosophy♂,Indie,63.7k
Ionball 2: Ionstorm,Ironsun Studios,Indie,63.7k
FROSTBITE: Deadly Climate,Alex Olinkiewicz,Hobbyist,63.7k
Umineko When They Cry - Q…,07th Expansion,Indie,63.7k
DRAGON QUEST HEROES™ Slim…,"KOEI TECMO GAMES CO., LTD…",AA,63.6k
除邪(CHUXIE),LCGaming,Indie,63.6k
Scream Collector,PuzzleRoo,Hobbyist,63.6k
Escape,Stephane Bottin,Hobbyist,63.6k
THE CORRIDOR,Thomas Mackinnon,Indie,63.6k
Portal 2 - The Final Hour…,,Indie,63.6k
Darkstar One,Ascaron Entertainment ltd…,Indie,63.5k
Racecar.io,"Kastriot Sulejmani, Brayd…",Indie,63.5k
Bad Parenting 1: Mr. Red …,"2OO2, VN",Indie,63.5k
New Gundam Breaker,"CRAFTS & MEISTER Co., Ltd…",AA,63.5k
La Tale,Actoz Soft,Indie,63.4k
Pets Hotel: Prologue,Games Incubator,Indie,63.4k
Port of Call,Underdog Games,Hobbyist,63.4k
Liftoff®: Micro Drones,LuGus Studios,Indie,63.4k
SOS OPS!,ArtDock,Indie,63.4k
Zombie Shooter 2,Sigma Team Inc.,Indie,62.9k
Iragon: Prologue 18+,Repulse,Indie,62.9k
The Initial,Restory Studio,Indie,62.9k
Screen Cat,Vorh Games,Indie,62.9k
Scarlet Tower,Pyxeralia LLC,Indie,62.9k
CRYPTARK,Alientrap,Indie,62.9k
Beat Hazard 2,Cold Beam Games,Indie,62.8k
Lethis - Path of Progress,Triskell Interactive,Indie,62.8k
My Vow to My Liege,YETU GAME,Indie,62.8k
TOKYO GHOUL:re [CALL to E…,Three Rings Inc.,AA,62.8k
Sucker for Love: First Da…,Akabaka,Indie,62.8k
Barro 22,SC Jogos,Indie,62.7k
Haunt Chaser,Clock Wizard Games,Indie,62.7k
President Yukino,Acerola,AA,62.7k
The First Templar - Steam…,Haemimont Games,Indie,62.7k
Stealth Inc 2: A Game of …,Carbon,AA,62.7k
Plokoth,Team Plokoth,Hobbyist,62.7k
Telling Lies,"Sam Barlow, Half Mermaid,…",AA,62.7k
Star Ruler 2,"Blind Mind Studios, Glaci…",Indie,62.6k
Touhou Ibunseki - Ayaria …,Team L.U.R.Id Glow,Indie,62.2k
Alien Removal Division,Enchanted Bean Studios,Hobbyist,62.2k
Rumble Fighter: Unleashed,NIMONIX,Indie,62.2k
Battle Nations,Madrona Games Inc,Hobbyist,62.2k
Vagrus - The Riven Realms,Lost Pilgrims Studio,Indie,62.2k
Idle Adventure,"zha7, Phaedruns, Yingke W…",Hobbyist,62.2k
The Body VR: Journey Insi…,The Body VR LLC,Hobbyist,62.2k
Mosaique Neko Waifus,Lil Hentai Games,Indie,62.1k
Evochron Mercenary,StarWraith 3D Games LLC,Indie,62.1k
EARTH DEFENSE FORCE: IRON…,YUKE'S,AA,62.1k
Space Commander: War and …,Home Net Games,Indie,62.1k
电竞俱乐部/ESports Club,Hangzhou Xinlan Network T…,Indie,62.1k
Words for Evil,Chromosphere Games,Indie,62.1k
The Happy Hereafter,"Alawar, Mirball Games",Indie,62.1k
ZONE OF THE ENDERS THE 2n…,"KONAMI, Cygames, Inc.",AAA,62k
TimeShift™,Saber Interactive,AAA,62k
雀皇麻雀,Loyujer Studio,Indie,62k
Clothing Store Simulator:…,Kiki Games,Indie,62k
Isle of Ewe,"Miles Peter Hatcliff, Har…",Hobbyist,61.9k
The Legend of Heroes: Tra…,"Nihon Falcom, PH3 GmbH",Indie,61.5k
Air Conflicts: Pacific Ca…,"Games Farm, 3Division",Indie,61.5k
Ghosts 'n Goblins Resurre…,"CAPCOM Co., Ltd.",AAA,61.4k
Catwifhat,Clawz,Hobbyist,61.4k
Sudoku Universe / 数独宇宙,Konstructors,Indie,61.4k
Tangledeep,Impact Gameworks,Indie,61.4k
planetarian HD,VisualArts/Key,Indie,61.4k
World of Shooting,Noble Empire Corp.,Indie,61.4k
INVITATION To FEAR,CHEST BOX,Indie,61.4k
Pleasure Puzzle:Portrait …,冷笑黑妖,Indie,61.4k
Street Fighter® IV,Capcom,AA,61.4k
Choice of Life: Middle Ag…,Blazing Planet Studio,Indie,61.3k
Lynne,ebi-hime,Indie,61.3k
KickBeat Steam Edition,Zen Studios,Indie,61.3k
Sprout,"Jeff Nusz, Mindful Mammot…",Hobbyist,61.3k
Deadliest Catch: The Game,4Fishing,Indie,61.3k
DYNASTY WARRIORS 9 Empire…,"KOEI TECMO GAMES CO., LTD…",AA,61.2k
Taphouse VR,Catland,Indie,61.2k
Achievement Clicker 2019,OfficialAndy,Indie,61.2k
Milfy City - Final Editio…,ICSTOR,Indie,60.7k
A Game of Dwarves,Zeal Game Studio,AAA,60.7k
Garden Story,Picogram,Indie,60.7k
Professional Farmer: Catt…,Masterbrain Bytes,Indie,60.6k
Accel World VS. Sword Art…,ARTDINK CORPORATION,AA,60.6k
Lazerbait,Taylor Stapleton,Hobbyist,60.6k
天月麻雀 (Amatsuki Mahjong),Cyber Alice Limited,Indie,60.6k
100 Capitalist Cats,"100 Hidden Animals, Cats",Indie,60.6k
American Arcadia,Out of the Blue Games,AA,60.5k
xiuzhen idle,游戏养家工作室,Indie,60.5k
Dwarfs!?,Power of 2,AA,60.5k
The Whispered World Speci…,Daedalic Entertainment,AA,60.5k
The Ship: Single Player,Outerlight Ltd.,Hobbyist,60.5k
Riven,Cyan Worlds Inc,Indie,60.5k
Infinity Kingdom,YOUZU (SINGAPORE) PTE. LT…,Indie,60.4k
Heat,Code}{atch,Indie,60.4k
The Almost Gone,Happy Volcano,Indie,60.4k
Vox Machinae,Space Bullet Dynamics Cor…,Indie,60.4k
"UNDYING - ""KINGDOM""",Vanimals,Indie,60.4k
UNLOVED,BlueEagle Productions,Indie,59.9k
Samurai Bringer,ALPHAWING Inc.,AA,59.9k
Golf Around!,Hough Studio,Indie,59.8k
Venetica - Gold Edition,Deck13,Indie,59.8k
My Sexy Neighbor 🔞,Pocket Rocket Studio 🚀,Indie,59.8k
Insurmountable,ByteRockers' Games,AA,59.8k
ShipLord,EGAMER,Indie,59.8k
Soak & Splash,Hosthood Studio,Hobbyist,59.8k
Surviving the Abyss,Rocket Flair Studios,Indie,59.8k
Shogun Showdown: Prologue,Roboatino,Indie,59.8k
Galaxy Control: 3D Strate…,FX Games Media,Indie,59.7k
Spilled!,Lente,Indie,59.7k
Fun Hospital,OrangesGame Technology Li…,Indie,59.7k
Autobahn Police Simulator,Z-Software,Indie,59.7k
Qbeh-1: The Atlas Cube,Liquid Flower,Indie,59.7k
奕剑江湖,Star-Star Studio,Indie,59.7k
Warbands: Bushido,Red Unit Studios,Hobbyist,59.7k
memories,guiyyu,Hobbyist,59.6k
Action Henk,RageSquid,Indie,59.6k
Wizorb,Tribute Games Inc.,Indie,59.1k
WARRIORS: Abyss,"KOEI TECMO GAMES CO., LTD…",AA,59.1k
STAR OCEAN THE DIVINE FOR…,"Square Enix, tri-Ace",AA,59.1k
STAR WARS™: Bounty Hunter…,Aspyr,Indie,59.1k
The Secret Order 2: Maske…,Sunward Games,Indie,59.1k
Fly Punch Boom: First Imp…,Jollypunch Games,Indie,59.1k
Infernax,Berzerk Studio,Indie,59.1k
Gunsmith,SCT,Indie,59.1k
TerraTech Worlds,Payload Studios,Indie,59.1k
Model Builder: Complete E…,Moonlit S.A.,Indie,59.1k
Ember,N-Fusion Interactive,AA,59.1k
The Guest,Team Gotham,AA,59k
Soulstice,Reply Game Studios,Indie,59k
Vampire: The Masquerade -…,Draw Distance,Indie,58.9k
Ocean's Heart,Max Mraz,Indie,58.9k
Snezhinka:Sentinel Girls2,hinyari9,Indie,58.9k
Brigandine The Legend of …,"Happinet, Matrix",Indie,58.9k
LOLLIPOP!,"430Games, __Ja__ga__imo__",Indie,58.9k
Breach & Clear: Deadline …,"Mighty Rabbit Studios, Gu…",AA,58.9k
My Little Farmies,upjers,Indie,58.5k
Disney Epic Mickey 2: Th…,Junction Point,AA,58.5k
Toki Tori 2+,Two Tribes,Indie,58.5k
Goblin Gearshop,Minus2,Hobbyist,58.5k
Syder Arcade,Studio Evil,Indie,58.5k
Gun Club VR,The Binary Mill,Indie,58.5k
Cartoon Strike,Gametoria,Hobbyist,58.5k
Larva Mortus,Meridian4,Indie,58.5k
White Day: A Labyrinth Na…,SONNORI Corp,Indie,58.4k
TO THE TOP,Electric Hat Games LLC.,Indie,58.4k
Cat on a Diet,Nawia Games,Indie,58.4k
Geometry Wars: Retro Evol…,Bizarre Creations,AAA,58.4k
MotoGP™15,Milestone S.r.l.,AA,58.4k
Leisure Suit Larry - Wet …,CrazyBunch,Indie,58.4k
Cureocity,Bread On Board,Indie,58.4k
Pure Rock Crawling,Maciej Kuzianik,Indie,58.4k
Ships At Sea,Misc Games,Indie,58.4k
STAND OUT VR : VR Battle …,raptor lab,Indie,58.3k
How 2 Escape,Breakfirst Games,Indie,58.3k
The Journey Down: Chapter…,SkyGoblin,Indie,57.9k
New kind of adventure,Mint Age Studios,Indie,57.9k
hackmud,ComCODE,Indie,57.9k
Nickelodeon All-Star Braw…,Fair Play Labs,Indie,57.8k
Cyber Crush 2069,Secret Labo,Indie,57.8k
Choice of Robots,Choice of Games,Indie,57.8k
Iron Brigade,Double Fine Productions,Indie,57.8k
Virtua Fighter 5 R.E.V.O.,Ryu Ga Gotoku Studio,AAA,57.8k
Maximum Football,Maximum Entertainment,Indie,57.8k
Die pig die,Vector bundle,Hobbyist,57.8k
River City Super Sports C…,Arc System Works,Indie,57.8k
Hegemony Rome: The Rise o…,Longbow Games,Indie,57.7k
Uncle Chop's Rocket Shop,Beard Envy,Indie,57.7k
Re:Legend,Magnus Games Studio,AA,57.7k
Deep the Game,Goricina Productions,Hobbyist,57.7k
Mini-Dead,Alec Smith,Indie,57.7k
Lemonade Apocalypse,Juggler Interactive,Hobbyist,57.7k
Resist the succubus—The e…,BoRoBoRoGame,Indie,57.7k
Faery - Legends of Avalon,Spiders,AAA,57.7k
SEX with HITLER,Adolf Games,Indie,57.3k
挂机神话,摸鱼猫工作室,Indie,57.3k
Worshippers of Cthulhu,Crazy Goat Games,Indie,57.2k
Brothers in Arms: Road to…,Gearbox Software,AAA,57.2k
Touhou Danmaku Kagura Pha…,UnknownX,Indie,57.2k
Doom & Destiny,Heartbit Interactive,Indie,57.2k
Morbid: The Seven Acolyte…,Still Running,Indie,57.2k
Aground,"Fancy Fish Games, SnöBox …",Indie,57.2k
Ys: Memories of Celceta,Nihon Falcom,AA,57.2k
Kidnapped,"Deceptive Games, Gavin Po…",Indie,57.2k
Esports Godfather: The Le…,Asteroid Game Studio,Indie,57.2k
Shrimp.io,VuVuu,Hobbyist,57.2k
Fae Tactics,Endlessfluff Games,AA,57.1k
The Cenozoic Era,Opendix [Studios],Indie,57.1k
Splice,Cipher Prime Studios,Indie,57.1k
Paranormal Activity: The …,VRWERX,Indie,57.1k
Carrier Command: Gaea Mis…,Bohemia Interactive,AAA,57k
Monster Slayers,Nerdook Productions,Indie,57k
LOLLIPOP CHAINSAW RePOP,"DRAGAMI GAMES, LTD.",Indie,57k
"Braid, Anniversary Editio…","Thekla, Inc.",Indie,56.6k
Zombie Kill of the Week -…,Still Running,Indie,56.6k
Suits: A Business RPG,Technomancy Studios,Indie,56.6k
Gal Guardians: Demon Purg…,"INTI CREATES CO., LTD.",Indie,56.6k
Diehard Dungeon,Tricktale,Indie,56.6k
The Pale Beyond,Bellular Studios,Indie,56.5k
BLACK BOX LSS - The Shini…,Fif,Hobbyist,56.5k
Somerville,Jumpship,Indie,56.5k
Mind Scanners,The Outer Zone,Indie,56.5k
Thunder Wolves,Most Wanted Entertainment,Indie,56.5k
MechaNika,Mango Protocol,Indie,56.5k
Hollywood Animal,Weappy Wholesome,Indie,56.5k
Invisible Apartment,"Milan Kazarka, Jeroen van…",Hobbyist,56.5k
Darksburg,Shiro Games,AA,56.5k
Mosaique Neko Waifus 2,Lil Hentai Games,Indie,56.4k
Poker World - Single Play…,Playtika Ltd.,Indie,56.4k
Touhou: Lost Branch of Le…,Alioth Studio,Indie,56.4k
Chinatris,"仓鼠动力, Args Studio",AA,56.4k
A Quiet Place: The Road A…,Stormind Games,Indie,56.4k
Hero of the Kingdom III,Lonely Troops,Indie,56k
VALKYRIE DRIVE -BHIKKHUNI…,"Meteorise, HONEY∞PARADE G…",Indie,55.9k
Scrutinized,Reflect Studios,Indie,55.9k
Aeon Command,"Bat Country Games, LLC",Indie,55.9k
Warhammer Underworlds - S…,"Steel Sky Productions, Ti…",Indie,55.9k
1 Moment Of Time: Silentv…,2 Monkeys,Indie,55.9k
ICBM: Escalation,SoftWarWare,AA,55.9k
Touhou Fuujinroku ~ Mount…,上海アリス幻樂団,Indie,55.9k
The Legend of Tianding,Creative Games Computer G…,Indie,55.9k
Yakuza Rogue: Yokohama ma…,WAKUWAKU,Indie,55.9k
[NINJA GAIDEN: Master Col…,"KOEI TECMO GAMES CO., LTD…",AA,55.8k
Through the Darkest of Ti…,Paintbucket Games,Indie,55.8k
FOTONICA,Santa Ragione,Indie,55.8k
Phoenix Force,Awoker Games,Indie,55.8k
Astrometica: Prologue,BeryMery,Indie,55.8k
The Book of Unwritten Tal…,KING Art,AA,55.8k
Leviathan: The Last Day o…,Lostwood,Indie,55.8k
Shoppe Keep 2,Strange Fire,Indie,55.8k
X Invader: Prologue,ALLAF GAMES,Indie,55.8k
Dinner with an Owl,BoringSuburbanDad,Hobbyist,55.4k
Train Life: A Railway Sim…,Simteract,AA,55.4k
Romance of the Three King…,"KOEI TECMO GAMES CO., LTD…",AA,55.4k
Gun Rocket,"Space Wedgie, LLC",Indie,55.3k
Camping Simulator: The Sq…,CubeCube Sports Ltd.,Indie,55.3k
Fate Seeker: Journey,甲山林娛樂股份有限公司,Indie,55.3k
Vertical Drop Heroes HD,Nerdook Productions,Indie,55.3k
Battlestations: Midway,Eidos Interactive,AA,55.3k
H.I.A: Horror Investigati…,Kekdot,Indie,55.3k
Disc Space,Vadim Slyusarev,Hobbyist,55.3k
Find You,Byting Games,Hobbyist,55.3k
Phoenix Dynasty 2,Kumkuat Games,Hobbyist,55.3k
Steps of Debauchery,FooxiedGames,Indie,55.3k
Project Zero Deaths,UAB Detis,Hobbyist,55.3k
Breachers™,Triangle Factory,Indie,55.2k
Dungeons and Dragons: Dag…,Bedlam Games,Indie,55.2k
[Chilla's Art] Parasocial…,Chilla's Art,Indie,55.2k
Hakuoki: Kyoto Winds,"Idea Factory, Design Fact…",Indie,55.2k
Sam & Dan: Floaty Flatmat…,Pelican Party Studios,Hobbyist,55.2k
RPG World - Action RPG Ma…,RaveyLarge,Hobbyist,54.7k
Plantera 2: Golden Acorn,VaragtP,Indie,54.7k
Grandpa's Cheese,Vander & his Discord serv…,Hobbyist,54.7k
Subsurface Circular,Bithell Games,Indie,54.7k
Click Mage,Tiny Crow Games,Indie,54.7k
Season of 12 Colors,橘子班,Indie,54.7k
Fly Simulator,HFM Games,Indie,54.7k
The Slater,Laina Interactive,Indie,54.7k
AI: Art Impostor,Pocketpair,AA,54.7k
The Talos Principle VR,Croteam VR,AA,54.7k
Watchmen: The End is Nigh,Deadline Games,AAA,54.7k
Utawarerumono: Prelude to…,AQUAPLUS,Indie,54.7k
Rogue Lords,"Leikir Studio, Cyanide St…",AA,54.7k
"Trolley Problem, Inc.",Read Graves,Indie,54.7k
Kubifaktorium,Neomateria Games GmbH,Indie,54.6k
The Bottom of the Well,Red Nettle Studio,Hobbyist,54.6k
The Jackbox Party Starter,"Jackbox Games, Inc.",AA,54.6k
Offspring Fling!,Kyle Pulver,Indie,54.6k
Summer Sale,Ductape studio,Indie,54.6k
Varenje,Play Cute,Indie,54.2k
Dungeon Rushers,Goblinz Studio,Indie,54.2k
Red Comrades Save the Gal…,Buka Development,Indie,54.2k
Box Clicker,NipoBox,Indie,54.2k
King of the Bridge,Finn Schuuring,Indie,54.2k
Monsti,Old Games,Indie,54.2k
X-Plane 10 Global - 64 Bi…,Laminar Research,Indie,54.2k
Edna & Harvey: The Breako…,Daedalic Entertainment,AA,54.2k
Necroking,KORO.GAMES,Indie,54.1k
Gibbous - A Cthulhu Adve…,Stuck In Attic,Indie,54.1k
Swords and Sandals Immort…,Whiskeybarrel Studios,Indie,54.1k
City Game Studio: Your Ga…,Binogure Studio 🐺,Indie,54.1k
Super Raft Boat Classic,"Jason Gertner, Carson Kom…",Hobbyist,54k
Disney Epic Mickey: Rebru…,Purple Lamp,AA,54k
Autobahn Police Simulator…,Z-Software,Indie,54k
ROCKETSROCKETSROCKETS,"Radial Games Corp, Loren …",Indie,54k
Last Dream,White Giant RPG Studios,Indie,54k
Hex Commander: Fantasy He…,Home Net Games,Indie,54k
Mother Simulator,Steppe Hare Studio,Indie,54k
Dungeon Keeper™ 2,Bullfrog Productions,AAA,53.5k
Horizon,L3O Interactive,Indie,53.5k
Underminer,Team GongMyeong,Hobbyist,53.5k
Old Coin Pusher Friends 2,STP WORKS,Indie,53.5k
Dice Legacy,DESTINYbit,Indie,53.4k
Adolescent Santa Claus,"TALESSHOP Co., Ltd.",Indie,53.4k
Survive on Raft,Megame LLC,Indie,53.4k
Coconut,Mr_IO,Hobbyist,53.4k
Armikrog,Pencil Test Studios,Indie,53.4k
TRAIL OUT,GOOD BOYS,Indie,53.4k
Milo and the Christmas Gi…,,Indie,53.4k
One Military Camp,Abylight Barcelona,Indie,53.4k
Sky Rogue,Fractal Phase,Indie,53.3k
Roller Champions™,Ubisoft,AAA,53.3k
Legend of Mana,"Square Enix, M2 Co., Ltd.",AA,53.3k
BETON BRUTAL,Jan Malitschek,Indie,53.3k
SIMULACRA 2,Kaigan Games,Indie,53.3k
Overload Playable Teaser …,"Revival Productions, LLC",Indie,53.2k
Unforgiving Trials: The D…,Amaterasu Software,Indie,53.2k
Skyreach,Rainbow Goats Studio,Hobbyist,52.7k
Magic Research 2,Maticolotto,Indie,52.7k
Warplanes: WW1 Sky Aces,Home Net Games,Indie,52.7k
Startopia,"My Little Planet Ltd, Muc…",Indie,52.7k
OverDrift Festival,OverDrift Crew,Indie,52.7k
旅燕归航 Swallow Homing,"吃了就睡工作室, 次韵和",Indie,52.7k
InCell VR,Luden.io,Indie,52.7k
The Rangers In The South,DPA Studios,Indie,52.6k
100 Robo Cats,"100 Cozy Games, Cats",Indie,52.6k
Timelie,Urnique Studio,Indie,52.6k
Rodina,Elliptic Games,Indie,52.6k
Nexomon,VEWO Interactive Inc.,Indie,52.6k
Allumette,Penrose Studios,Hobbyist,52.6k
Unsorted Horror,Mike Klubnika,Hobbyist,52.6k
GUN GODZ,Vlambeer,Indie,52.5k
MX vs. ATV Unleashed,Rainbow Studios,AA,52.5k
The Escapists: The Walkin…,Team17 Digital Ltd,Indie,52.5k
Nodes Escape,"夜喵, Allen",Indie,52.4k
BloodRayne: Terminal Cut,Terminal Reality,Indie,52.4k
Princess&Blade,XP Liu,Indie,52.1k
Passpartout 2: The Lost A…,Flamebait Games,Indie,52.1k
Reaper - Tale of a Pale S…,Hexage,Indie,52.1k
Haydee 2,Haydee Interactive,Indie,52.1k
江湖十一,万象皆春,Indie,52k
Staffer Case: A Supernatu…,Team Tetrapod,Indie,52k
Self Defense Dojo,WAKUWAKU,Indie,52k
Grass Simulator,Daniel Davies,Indie,52k
A Monster's Expedition,Draknek & Friends,Indie,52k
SPACECOM,Flow Combine,AA,52k
Cardfight!! Vanguard Dear…,"FURYU Corporation, LANCAR…",Indie,52k
Maize,Finish Line Games,Indie,52k
Helen's Mysterious Castle,Satsu,AA,52k
上帝之城 I：监狱帝国 [City of God …,Pixel Gangsta Studio,Indie,52k
MXGP 2021 - The Official …,Milestone S.r.l.,AA,52k
New Star Soccer 5,New Star Games,Indie,51.9k
Ambre - a heartbreaking k…,Träumendes Mädchen,Hobbyist,51.9k
Chippy,Facepunch Studios,AA,51.9k
1954 Alcatraz,"Daedalic Entertainment, I…",AA,51.9k
Alien Shooter 2: Reloaded,Sigma Team Inc.,Indie,51.5k
Puzzle Pirates: Dark Seas,Grey Havens,Indie,51.5k
Tasty Planet: Back for Se…,Dingo Games,Indie,51.5k
Vengeance,314 Arts,Indie,51.5k
